k,psiUnw,sUsed,v_cmd
107,5.06802322654657,0.999999999999091,3.30274472259049
108,5.06802322654657,0.999999999999091,3.30274472259049
109,5.06802322654657,0.999999999999091,3.30274472259049
110,5.06802322654657,0.999999999999091,3.30274472259049
111,5.06802322654657,0.999999999999091,3.30274472259049
112,5.06802322654657,0.999999999999091,3.30274472259049
113,5.06802322654657,0.999999999999091,3.30274472259049
114,5.06802322654657,0.999999999999091,3.30274472259049
115,5.06802322654657,0.999999999999091,3.30274472259049
116,5.06802322654657,0.999999999999091,3.30274472259049
117,5.06802322654657,0.999999999999091,3.30274472259049
118,5.06802322654657,0.999999999999091,3.30274472259049
119,5.06802322654657,0.999999999999091,3.30274472259049
120,5.06802322654657,0.999999999999091,3.30274472259049
121,5.06802322654657,0.999999999999091,3.30274472259049
122,5.06802322654657,0.999999999999091,3.30274472259049
123,5.06802322654657,0.999999999999091,3.30274472259049
124,5.06802322654657,0.999999999999091,3.30274472259049
125,5.06802322654657,0.999999999999091,3.30274472259049
126,5.06802322654657,0.999999999999091,3.30274472259049
127,5.06802322654657,0.999999999999091,3.30274472259049
128,5.06802322654657,0.999999999999091,3.30274472259049
129,5.06802322654657,0.999999999999091,3.30274472259049
130,5.06802322654657,0.999999999999091,3.30274472259049
131,5.06802322654657,0.999999999999091,3.30274472259049
132,5.06802322654657,0.999999999999091,3.30274472259049
133,5.06802322654657,0.999999999999091,3.30274472259049
134,5.06802322654657,0.999999999999091,3.30274472259049
135,5.06802322654657,0.999999999999091,3.30274472259049
136,5.06802322654657,0.999999999999091,3.30274472259049
137,5.06802322654657,0.999999999999091,3.30274472259049
138,5.06802322654657,0.999999999999091,3.30274472259049
139,5.06802322654657,0.999999999999091,3.30274472259049
140,5.06802322654657,0.999999999999091,3.30274472259049
141,5.06802322654657,0.999999999999091,3.30274472259049
142,5.06802322654657,0.999999999999091,3.30274472259049
143,5.06802322654657,0.999999999999091,3.30274472259049
144,5.06802322654657,0.999999999999091,3.30274472259049
145,5.06802322654657,0.999999999999091,3.30274472259049
146,5.06802322654657,0.999999999999091,3.30274472259049
147,5.06802322654657,0.999999999999091,3.30274472259049
148,5.06802322654657,0.999999999999091,3.30274472259049
149,5.06802322654657,0.999999999999091,3.30274472259049
150,5.06802322654657,0.999999999999091,3.30274472259049
151,5.06802322654657,0.999999999999091,3.30274472259049
152,5.06802322654657,0.999999999999091,3.30274472259049
153,5.06802322654657,0.999999999999091,3.30274472259049
154,5.06802322654657,0.999999999999091,3.30274472259049
155,5.06802322654657,0.999999999999091,3.30274472259049
156,5.06802322654657,0.999999999999091,3.30274472259049
157,5.06802322654657,0.999999999999091,3.30274472259049
158,5.06802322654657,0.999999999999091,3.30274472259049
159,5.06802322654657,0.999999999999091,3.30274472259049
160,5.06802322654657,0.999999999999091,3.30274472259049
161,5.06802322654657,0.999999999999091,3.30274472259049
162,5.06802322654657,0.999999999999091,3.30274472259049
163,5.06802322654657,0.999999999999091,3.30274472259049
164,5.06802322654657,0.999999999999091,3.30274472259049
165,5.06802322654657,0.999999999999091,3.30274472259049
166,5.06802322654657,0.999999999999091,3.30274472259049
167,5.06802322654657,0.999999999999091,3.30274472259049
168,5.06802322654657,0.999999999999091,3.30274472259049
169,5.06802322654657,0.999999999999091,3.30274472259049
170,5.06802322654657,0.999999999999091,3.30274472259049
171,5.06802322654657,0.999999999999091,3.30274472259049
172,5.06802322654657,0.999999999999091,3.30274472259049
173,5.06802322654657,0.999999999999091,3.30274472259049
174,5.06802322654657,0.999999999999091,3.30274472259049
175,5.06802322654657,0.999999999999091,3.30274472259049
176,5.06802322654657,0.999999999999091,3.30274472259049
177,5.06802322654657,0.999999999999091,3.30274472259049
178,5.06802322654657,0.999999999999091,3.30274472259049
179,5.06802322654657,0.999999999999091,3.30274472259049
180,5.06802322654657,0.999999999999091,3.30274472259049
181,5.06802322654657,0.999999999999091,3.30274472259049
182,5.06802322654657,0.999999999999091,3.30274472259049
183,5.06802322654657,0.999999999999091,3.30274472259049
184,5.06802322654657,0.999999999999091,3.30274472259049
185,5.06802322654657,0.999999999999091,3.30274472259049
186,5.06802322654657,0.999999999999091,3.30274472259049
187,5.06802322654657,0.999999999999091,3.30274472259049
188,5.06802322654657,0.999999999999091,3.30274472259049
